id,value_int,value_float,text
5a189eac-ed5d-42f6-9e90-3b23bfb0d25e,731341123,264686.0839191185,p1jBLfczDhJdTidOHDkY
64cbd6ec-ddae-48ff-97df-6138414b97af,80503256,943130.3942318073,8ko69Uvz6IBtmGoFcwDk
0ef73c34-43d5-4478-94d3-28f96710e084,377195290,897140.0192856077,VSoB6Gaoqb3az0yjqjQd
6ebf01ae-4e34-4f83-8d72-aadeea0e938b,939687641,808194.6814752767,lR4uMVPrdS0cwkvSpclY
709dc73b-2b2f-4ffc-ae4e-e232da6cf9dc,573792780,927803.0030966251,oeu8G7jFieOJNTE2IHzO
f9c25cbb-bc74-4bc7-9bce-dc3b2920063c,850637025,474630.23779152555,1NNOTi5KpDlsuLTqqgSh
5452ecf5-3efd-4463-9476-66bcb5776988,115672651,511118.9124327644,BVgOCXESQXr2HtIs4PcK
076bfe0b-3823-44ac-adbd-24702fd16bc3,446221612,216796.07813085057,3tUuiTd2ox7XNngsjKT4
8eec616f-0f20-4d7a-91e7-3adf1e2190af,16485406,151316.589128503,3HarQ6Kn10YgM405S6aO
e2e72d01-c8f4-41de-94ea-6b59f0706e51,312544232,432079.1956062262,hPpqklSbjUTMJXzBW3yn
95ba41af-e768-4fb7-9f1d-93eca2a480f3,469487614,94689.5956719922,57g2HiMHXAfYeIBwVjt9
34cb5f9e-9db8-44ad-a365-a75bddacd7da,311302958,470990.70805165224,eebAPgOk530J9z0kpvJB
a85b46bf-baff-46af-aca5-1ae6dc774560,468928169,473418.4252985322,RAQmjFHK2dVOQjK7K2xV
32cd9940-2afc-449d-83af-e70c146b4591,816913576,974220.0344999796,aniTVs1Y31QB7jxNxVIH
afb5d506-177f-425b-9911-fce6eeb9a96c,423558190,792359.4776789525,nWRd5npHxRYHWsktqo8M
8972a2dc-c837-4092-a081-3a804bae6c47,368166632,389716.1579437145,L4sIhlVAvM2X0WrqPKUp
a62aeef9-4f02-41c0-b964-6e1dfb3e986f,132458882,627265.2037949678,69E9t1CBFysQ9cBZX8NH
29417668-78b4-4a27-b588-35a425b8cd8e,39449890,487277.6819134208,b1dW5BFfGa45kvWk0UBd
eaf9f7da-d1f7-49ce-905b-7f22b53ad272,792120351,917838.4342800517,s3Kpm4dukhvUwXxNp2JZ
a38613a7-e53a-477a-b838-18039b976d51,435289690,996947.5440367442,4u4nKYxnyMI0KU3fzuPx
7270c535-802a-4b9e-aab0-c6f0faebda98,267910875,302104.2498998665,51Xb6zzfX97O8N0IbmHq
677cb376-7a37-4b92-8a23-70897749f736,680974742,654348.9646165966,t663sobsR6Y2gHm6AHgh
04ba08f3-ad46-439b-8c1a-a36504475c6d,870267633,457740.8844255071,uznyp9GqwHLWxZseHziX
f707bbec-3225-4c6b-ba0a-94af2dc0cd6c,563059261,635340.7565942794,6FyRmhfTXHEKtF2vMDPh
4b832116-f870-4a84-b9e0-f11396f460ff,45071555,828588.0035337933,lbsXFcP6lxsRBRqq78Z0
214d4e33-609b-483f-86a9-f5a4eaa5abbd,541176925,517084.4982747821,Rjc5oTvnFrudIhIQL4Gv
6bd27f32-abdb-46b9-86ca-299decad6b2f,936073646,589741.1533184283,AkjkVHIf6tyr2SmaZNZ2
7bda8c43-7cfd-44ff-b968-300aecee2125,419284987,381281.1995737195,KIUCcZB07F854dWywidV
f947bf02-fe11-4351-aa37-1f2da2e46080,93184769,894658.400246062,CpbHFgF9W3sf2PvRUixc
394c3f0a-e14f-4bbc-92f5-0f5701c89634,143648850,545452.3378630108,9fJWHajrYKDTZCnECHRT
7cbe746d-5bdd-415a-987c-b2572610daa6,9778350,663297.7183904047,ostUtPYdTY8TnWTx8EOl
c2e42e36-6df2-4af6-b390-be892c55cc75,969051368,883081.3142204842,oPG4xTaJG1x4PaBSgkWA
a331f545-ae48-467f-8c75-8e1ddf3212b8,865721427,288944.8291312671,sASheqk46wqMdnIBq7Vl
ffbe392e-1aea-46a7-8ff6-7b18b554e87b,590846658,462422.0795993205,CKj9Dll815nLKrng1Hce
38928f47-8c30-4d2d-a30c-c5fdb5e1a101,193788456,660933.8832839945,8ohtQ1wpLKDIPOCEl6XV
84a3e0fc-cdd6-4d9d-b899-e0056cdf3111,85474504,794832.0686711246,K0iZxnENgVdvjBNowiBM
1052a06d-a962-4b76-9046-6838e2bdeab4,162162566,746397.8519326943,BX7Ba67d5qCBgIbQWJde
a52f65f1-4776-4943-9a8c-29eeacb3342b,834315439,605741.9917887669,D8ULBDhuXFVgbL82enjY
950d661b-8148-4bf0-b188-514833dde793,735754590,287708.6817587814,LCWtFDLGclm3GnzxTbOM
edcaf345-68b6-4942-9a15-6ab074d14f50,655067295,984649.30696291,gST4DPWNnJoQOmCsti1A
8222cef8-4870-4d7c-a8d5-c481715086e5,562477755,183684.76902832143,F6eSdyDnZpT0xL6Nfq9K
401a9ce7-cbf3-4e88-8105-70aa00f11dbe,780183100,444666.091752582,hIlD9KSF079y71ygi2x0
f64a153e-3d06-492a-82c7-4bc6159838cf,216377510,450425.928745801,REB6gyIGuhyHIdQYvQyn
2acd14ce-130d-4471-8326-704a77bffda3,939734871,492334.9385457437,fECvlogurOPOI09Z7RCK
1330de13-395a-4271-a10d-a678b80871f5,479691786,444086.1823954959,JYLY7FbBFe3Nb0swHawG
e6fb45f9-a0eb-4688-b7ac-e019f233251b,774936507,160298.21366708886,3aSNQOaUmoMJnfUN68tP
30f95d96-d9d4-4e27-bc66-493ecb0f88d4,680306058,406787.60020203167,amVSVDjsSn98kZ7lGlPk
a07d97b6-a559-46e2-b0b7-fa494b3bc732,774990441,184446.590893646,gWkZ2R59RcfadMUQbHzA
e5ca5736-4f06-4e9a-a89e-88cc4cd5a0fc,535052211,638556.2561787146,8JnSQfiJCUV9wuSzgAXQ
10b399f4-26f9-42b0-b3bc-90e026ee52b8,223997616,709886.3585189368,19OqK8MGH7yDp6NtE4GO
96b515e6-3f50-48db-a07e-85b4373619f5,655013606,3139.9743968715256,5daSGEiV0ottQ70d0qLi
f4e45af2-eff9-479e-a09b-6736c0ea0248,312282539,542944.4794227269,Wt1kSGP1O22jlzHPWv3s
6832d656-02f2-4cc0-949a-abd6f7a0941c,851545762,39804.669953056095,f2Iywo4GdO8HC6cpJspr
a6648c7a-e077-4360-95ef-85f010f340ce,855055951,271819.0564683901,KG21H699FO7luI1VGfd5
cb79688a-fb4c-42b6-a228-69bb71874abb,191207523,535373.9050085548,ehCl8jVFl3BsauM2l9JI
4af695bd-f2c5-4948-830e-a00ebe9c05a4,338510101,22130.086787803706,BoUlesdZUhqX6I77gXEU
cb464ebc-f855-4685-99b4-0bbcb5b753be,177630107,181028.3865612584,I7BXZKF818zcNpkcnjtW
6543fa7f-c516-4bf6-93c9-65a914ff78fc,89514440,356646.97378311516,6qQzLP1Kgmk7BVCCOIxb
fb2a69e1-d97f-4a6d-8d1a-85283aef54c9,578210153,249868.72647104785,wvwxZDXAMP1SCAUauekN
f935c8a5-d8aa-4fde-8dc0-8562531e7dd4,490168982,806648.3489509501,vAVR1ypAWhAqi27rcTZ2
875d673f-c102-420c-8975-2fb25d7a69f8,288081232,592923.1461657033,ucU4DNydaDZlDE2l3GNm
00dad1c2-ef0f-45b0-8a89-a3426139dfcc,758368296,112226.68592698482,VTIfmGqtDsLaDsgYrpP1
789ae967-3b4d-4ff5-ae8c-f1e689514e0a,621919638,99072.66913367696,fDVx4m2EcOeLU1WjFrvL
c2cea84d-da9f-4634-96d0-e166010475cf,514429876,764883.6795719339,g8aChHrIrGwjx8L31SOC
9cc7da2c-c027-4d41-91eb-bc58b6bf1e8d,7022326,585378.8226521241,rPzZlq1G56R8t8VkESSQ
9ded9c93-745f-44d8-8a06-b58f7e3bbf2c,764340791,491382.8569776255,ZQCxjyFo5gQcR4BM0HV4
46e0e8b2-2df6-43b8-8c36-56b2b09e9d47,914738473,37489.676541594185,71hpAXxPfDHRVFKN2nwG
2d2f45a2-8839-460e-9275-f43b6145cf16,745994327,163830.8147229388,xQUdq5NJUkqIkp8jHGup
4a9ad6bf-5586-452e-a450-e801ab241c97,675124270,720421.5135002787,SqMyZg7vT3loEqtEoEHn
c0fe72c5-286a-48f7-8f63-be3cc59b8fa7,443295855,754788.348538157,EAIsjOQbfthz0Y4DK7j7
3d8b4ad9-58b7-423e-9c95-b02428061e2e,74656723,906338.8421818475,I01q0qvbxB9npCSEHaHy
d017e708-1b20-47a2-901b-53139452774f,615155427,827686.8262583714,nrmXX8Eosvn0dC9pVczu
3e76c304-2ce5-49af-9c6c-ab4a47b853bb,22013614,688112.3384504627,cJJQU4leUiEKPghBYE7j
8425b69b-4a54-478f-9f45-978f187c3ed3,316732382,554325.3372906676,vyqMIIL7d5mpCwHA88Yo
de3f2231-473d-41fa-a8ca-3d14b8e42232,882400907,921448.1593701524,5sr3bkafkOtkXeARK9a8
326a07a2-fa81-4d47-a9ca-d8ed87b6a783,507029818,105509.95334117963,wPE1cjhl4ABzD5wtwbuw
d90effdb-ae5b-4efd-817f-524860530fd3,270476558,346322.56211083865,s3F3AYDiYtR5umUDrX1H
b1c1f01b-453f-48f6-b031-e911b3ba83f9,221685984,890554.9837810685,FXu8iotgQS9uKfKOpjTg
4a7ee5c6-9316-4183-94d2-7f729bcbe4ad,251706386,425384.64773190464,TPp9619ZbvMFyaAtANXe
c43c23f7-a919-4068-9f20-e8e81cf212fa,738115878,88243.74022383397,r57jwiLngaNX3meSXkQC
2482aa6b-57ab-4cd2-9e90-ff77297f8bca,175546310,771878.6823655051,C6mAf4Rz9Fbv9RSHQV53
9ff6e82a-3b3e-46d8-92d1-031103a347bf,487180354,567407.3672861095,OiIVEiL1K3VPtIDGDxje
e4a98e69-ebef-4d1c-98eb-788c3a377e62,290781785,431672.3043927944,VyUcebB34zhvDUrHdYeV
489de159-469e-4ae4-a7c5-b93c06a256db,436756666,280081.1086302317,BGU6zE7Jc3NBlFMYC8G9
a56ba765-43af-4858-834f-723f49fc750b,356885906,830648.0884810283,OprmcEx0eXF6AFY9feuI
c602c80b-fd10-437b-b514-d07854c64c59,100605137,188724.34201748887,BbcJpXHpfT9li1PGBW2o
31ac9800-2556-42fc-8504-f5fddfe06846,918471397,562881.0180749687,iXQPFtUjsCugOq39g4fC
79c3f081-b122-48c6-bac0-1b6eaa28e3e7,376932926,537304.4622075661,Ov8fJ9qEgPimJDdpc99k
94f2ed4a-677a-49c5-82da-221f47fbb67f,956922098,516713.20987958246,2mLHqz3sJioUemGpouWN
8ed8c1f4-be9b-4309-a310-4cfad61160cf,3232432,617093.2272571544,pbSnzYTpyGIrxKxlUauT
bae1c29d-1dc6-49fd-b945-d9b19822ab42,856759716,321296.62979943474,RvceQxXIfCK29gbcciLl
936e0cf8-936a-4383-8f11-3cc63e89adb6,854940648,136591.17923656772,pqdUBhvHIO9uHtv2GLCm
fc9db4ee-8d46-4dc1-b09a-243523cc0114,523662353,731888.7740281811,3u82STA4Bc0BzwUEhnXF
04870149-a2f6-4ecc-b6a0-29b60fc6f59b,947147228,405113.6463252949,WutbNvlZzk7unfdnPbhR
67031de9-3fc6-4728-94dd-2a6e2991d0ca,990643690,532933.6525081696,mXtepKKsqToY6nPPdnc0
7ebaa629-aeb4-4a8b-b323-21e3acc3a341,180062583,481217.5508286999,OuPnd4WJj0BpmoUGLBet
ed66f896-8dd6-4e9e-a189-8b2cfbd4c9a6,96018594,138569.42676682238,06w1FSKt0f7sPZmqo2gS
45a43c81-3f58-44fb-83c8-9147afb68a04,689505538,392811.3656389166,l2wocNQGQDHh6WDRfgAl
6ea58a5d-9465-49fc-ac73-93804a052a11,685896657,854343.9014377249,CykcAzKorYZkwzuxPBdv
a3a78eed-9523-4f72-b3cd-a7b9ac9019c0,847639068,5107.243679005169,8YuBQXiMKqGmXwtQm5uU
7691a2a5-26f9-486f-a068-62950e768649,12743332,981218.787113618,cI38KUpgETcmzoja7AmU
e6c6feb6-d79f-41b4-a784-6160a9627b0c,514604192,150320.57540558098,Y3Ax2Bb0qyE8F9hzOF2W
e285648a-55c2-4be1-bb28-8f1bdcfa4ab1,666318187,212754.65924537453,0b7DbvKkR1vIpagq55ht
9d996a27-933b-47bd-91b1-1992ce8d369b,132669852,776239.8960058825,EStiIYKxrmOWst4uVw2w
b38c6e36-04bd-4420-bfb0-46fe758db95d,592848060,347169.7211947626,TB8zTW171gCsje10oJLd
a66f1a28-2ba4-4b5d-a341-2bbc57c6b72c,446949165,882653.7512568695,5LtECTKGpb3Ld35IgVir
fa8b2514-fad3-485b-92bf-3531cabb1039,565933720,111221.71912157597,5xlEviB6mieJqw42OLnb
59a88bac-d0e4-468d-8d7c-d1916df5f476,250974264,874523.7883253526,rM9XT4yYuCcFSJBxhQn1
c3bb9fa5-8539-43b0-b28e-2799db8415fe,338397338,392672.0442174644,zZHOTHlMZg5awpzfSBP1
23078c7a-610b-4753-bc29-27a4795df78e,424751632,109706.03788967482,aNHLlUPlJQPbK9vCicNX
49f3ad3a-7ae5-4429-bd1e-d3f33082ef68,657510679,551768.3052613733,dNClhJNgacRRHl481QbA
a671489c-4e25-4f54-959d-7c53c55fd914,371742717,801715.5507987678,WGObsUnKIEJPUFby9mWw
3ac67843-0f33-43aa-a6e7-a7f227e69e34,945680082,342164.7285105942,xR0tOEWiUJQmXdIuAQ0M
0b62b15b-50fe-4037-87fa-11b8ae9e79ff,361456781,412036.16738879844,Xiq4aC5XI8p1yb5KbeBO
06654f6f-e9de-4d01-98c8-7ffa30bfdca5,617521760,150235.99867607318,TnlAekY5O90N3uoN9y0u
8dd11df9-4d97-48ae-bd8f-85405caa7edd,85164105,120552.96277791617,g0pZDUJNznS37uPHQ76m
7f00712e-7fd6-480d-9a48-691d10467b4d,62817987,743658.5644191438,caMLnex1R3nzyhDhcmFe
50360acf-a0aa-4643-b186-ca6aea11a0b4,465925166,670545.5417007962,cKGfkg9Yk6CfTL9tnbvA
43edc5bb-ce01-4c45-9e47-51b19438b3f2,339507423,815151.2783914494,Fc1icX4jLWj4B6KLHb52
aa92c7df-e8f1-4203-94ce-7128e280aa8e,887560202,671698.9009903149,4SRN7S07CxSOaN1DLCgm
dedcc846-a22d-4d92-b907-f2bf0ffe037c,115767989,94787.89610640137,VySzDgtfIcUa1YERWapj
5dad84aa-dfb3-405f-b759-cb7e51a5214c,791422045,436333.81091880443,54ahA2pemB5XDsbZ2bsm
0a25c52b-438a-41b6-af0a-a01f4b7c3e63,135626684,795190.1941939462,fVqUOX8gro7Fbj7ZwwUG
78d1eac8-ba07-4450-b4a3-4f004073411e,584855230,87970.3891182546,HaPp1e0HGmDf84pF7D6s
7036e195-c7cb-4722-90b5-ed0ba5dcbcee,938416279,248121.9569158557,biyP0Edl5HeCGOElLm4Z
a8695f09-135e-4111-a287-b1fd3f721cd0,607640275,807449.137302085,KL5jjy7OofHGaievN6xX
7ce69432-0351-446b-937e-a1950e38b46d,130476599,69693.10686800667,U1WXClugI3W4znenok4m
df97b800-d7b6-45c9-8b9f-6c7be2fb25b0,405845095,647016.3289933634,XyamG3iNZUJG0J5gEN8B
4969526f-8569-44d2-9694-861ed89c41ad,828346936,556798.4858954175,zFqhtnCRDgS5j74pqQ4F
04aff1e1-8c5a-4bf0-b7c6-e5282a5d3bc8,855234379,946325.8024659196,PN5hSniFmu60CxmmJrdr
0e8877e9-f89d-464a-98cc-ae46e9c8dae3,377743925,936818.5673260486,NhxECS4CCWBZWajpd56F
e272b954-40fd-4683-bf3f-b8e53401a9e6,300666538,992218.4115325977,PRke0L12hnRGjfltlJAM
78ef1bef-6989-48ea-b1b6-9ba0bca0a893,189024584,24415.919878693516,eYIPQqqCcweIiVt8JZ0V
a134a5a6-c102-49da-a1dc-2ee9ad7de7bf,462019412,330402.0210446307,QNJtAK5rg4LmsR1j0ycM
52f7540b-7d1c-4386-8c77-aaf02b8b74c0,168687677,22784.824858910535,waJvWy8BZZaNuuIaUAUP
c4d721ec-d4a2-48ae-baf4-0ef04d4f5f5f,794146727,265423.31072445813,7btycaMGUOJfswPBnCHA
06d41be3-8690-4d0d-9c9b-fdde882fcc1d,527432472,524254.114254081,fQ76jUOxQEfptZTk63pR
5166d900-aef5-4b70-8a32-400640ee1ae0,311020773,163473.03260464806,zLPJWJc0ibABiNGBbcHl
970f0f61-7cd3-48cc-aa64-89851ac0006d,222511148,759412.983756744,yKC3moNY2UQEE7o5j9FF
26d2e99d-df0c-4595-a6db-b1f487ab25fc,312442550,849380.162197981,2xHqk6WsfYs1oXHtUx9y
03990246-4cee-4744-990e-aa3e8098ff18,617117904,195325.99230265446,o6SShzYFZlMRsT6SikMr
1f1371f9-fcd9-4d15-8fdc-1e213855f3b9,921729212,262302.55002055824,PS8v4hzvD4Bn66bsWvDN
a8d2b7b8-b36b-41e1-9ad8-84f74a0b0ed7,587859049,174694.6941577474,pWE2T2oAUtbjfngQFetS
5bb61043-b4db-4c0c-9c7c-53149149b0ca,948605970,770406.3138439476,VlvXy4mZz9co2BKCD28h
38033ff8-5e13-435b-957d-e3ea876b3121,425033218,991781.5250587398,wiRPbkzlg6Zw4eV0iZZz
e9f48ce6-aa05-43fd-8007-aebc9d3b2717,129619378,68735.1982782981,A5j04WQ9cTn6YYZWAplW
b9b8cec4-2337-4edc-8230-170b51fe8053,465971749,816188.3931690262,l60GBjk3tOlYMGlAirJB
f9007268-71fe-455d-8542-ebbe2449e7d9,632001633,539678.2501998428,DGoiggHDp3Kzlt7YVUi0
2c7afd89-38f2-49ef-9e02-bbcd54f5af66,213547038,783930.6308157579,ieYbFrXLQp6UeDh46X8n
9605c034-0d87-4621-a09d-a13f5b7c601f,222070173,101498.33747567705,CCjYSpK3Ku8NyMJ0qGES
178fe28a-8814-4204-b49e-0e8682924142,346817174,512611.10040471016,K8boxUNRaBJEQ7xFhnz7
b74e3967-9f1a-4383-8b84-89a1258e0e5a,988540336,912400.5516081309,1D8OUJi295xa7oJzcRSU
f5704158-9c9c-4667-9a21-1f025c45a9d7,486383331,304120.0825484307,l74ntLNFhGG0cthdFh2q
67f011ed-7a82-4286-a5f9-a8d6850b4a1b,22577270,356760.5185605496,RfHTN612yMzQ05WNel93
60ee406a-2611-4fd9-a0e1-6d8d246a67d0,567884442,93044.52676571529,PC0eX4RdF9y2ziGkovii
95ea416e-4f32-48f5-afe3-a3e47d9de313,968653381,857070.3747411583,1tLrcMYKaeHok1e8y574
a7b8370d-312d-4d52-9983-970cb5bd43d8,554129507,846242.5660926171,mzedEOdGMnen0oqOOLZn
3c1ada87-655c-4e44-81d1-7bce0dc3a546,360211184,550520.3653532312,AXRIeF05fpk0LBoPsnsf
8986b0a1-a1f9-4c29-b748-9a9eb9bb9569,507667631,321107.88690137403,7k4aMJl0qzbA6luRShV6
1141e766-dc35-49a2-aade-e939f2bef0fa,209388783,150683.65630815094,BP3TJDlJGXulFeSK4V2X
87b6c699-8ed1-471a-96c0-6583444b1e1f,987706404,418295.2692807214,1K0Wx7RtziYHlOdDnCja
38dbc627-0431-4e01-b6a7-11377e26f99e,217579904,72037.68083359241,uSn0PuUUqv4TeESN92pS
7f00a77e-516d-4a37-a0bd-612a56918a29,649501258,206628.70519307163,ftw1IAiJrpumn3dWqNdX
50e68456-a052-478f-8609-b9c877d8331f,140600307,7539.039954498227,du8yUmmSmwYguRy6aBDH
eaec391b-7aa3-4fde-be43-4469522a6030,534002380,552945.6817407354,lSx37fF7xSznsXHheHpG
b1871acc-6885-48cc-b425-2de1c51afb47,345781788,504037.3888505039,OqtsK4ZZBWIanYVgiXYB
351d2b35-18aa-4939-8075-5c7ea5726067,756612424,845850.8741790594,MgzRRh3qub9uDEwNfll2
0584f5ce-9c9d-4ab6-a432-400b96afd8bb,510042187,792020.4255934282,c8sZFNYmpgVqdG7iwM4e
d2d0e080-3070-413b-8df7-8265daafbde2,552679089,693687.0064631908,xyrF9GmNV0e7D99rLk4H
52becd03-3430-4095-9ae4-1d0507a42b4c,177264129,619771.0526531958,4SHKsWdFk78YoIi8KETV
bea6ee89-a687-4294-ab52-3b81d6c925e0,311763427,559988.1093401918,DYQt5acGU64Wh8yQuqUf
df2d9cca-28cc-4022-bced-3359b94d28d9,525681121,887122.3066411979,8nzNyLoFAh5ijlgINqqi
beb2515d-dd27-4db8-9af1-bb6910a83266,370596465,914324.592592418,WDnIlVtyZ23B3uWEVSiy
5a8e280e-5bc1-4fa8-aaf1-9c11745492ac,943589331,494564.4925497459,F89MX6EaiFw4X6eRfiuI
b05cbbb3-5915-4ec6-ab73-fac8c06b010e,412924356,803174.9112699312,mecaEHHq3ZfZmw8re6fi
05e39f32-a3f5-4f42-878e-aa6e38aa311b,566218125,555906.7499003443,tIVLm5hJXxGI3duBoJhn
f487849d-7990-45a2-a41f-46d8ccd66b63,442567032,811573.9254284481,At1UnNQtTUnHfK4eeNKl
7544bbd2-85c5-4a2a-ba59-aaf7ab83363a,474552817,730515.8892656508,VxUXgkOr3JjWXqO5ESY5
9f4da27d-c6ff-47aa-893c-e54c9cea3ba1,413020240,758809.3476036378,FUR4Eru0PokO2K4JYYw9
6a914e87-a320-41fc-8acb-22366a979ed9,659404604,812426.5778028275,UviXCqrCzAGXIW6QVXC2
e16726d8-4aef-4ffb-b49f-796969e4dce5,679305472,857273.6026675013,3CLGYuDx2K35nInVJTZq
0d65440b-6059-4daa-94c3-67d4fb2de177,887003706,958493.2390662808,bJVsvmxgOy9v0v14sX3x
c59ded52-c586-439f-ae25-4c7ba168c648,961644776,368876.28700293816,iyQmCq0QLVOaf9rl0fNc
0e0bc2d8-762d-4850-a22a-9977d5a88a09,997246216,582743.2148467186,3jXuTYE8Xqgo4Irq1Wl1
e400f72c-54b4-4ca4-9396-f9f012897655,247440849,919067.5497802276,JZa13sRvILW1SGz2M4Xi
5f39c296-b18c-44a3-b5ca-c1d8b8bd35e9,674859759,544660.5910285766,3afgjTalRf4n8sdJX008
d30211cc-9671-4da8-af15-7b4c01979a38,990197443,757555.8922156112,UXxejz3SU5JHD836FqB8
194a2e01-ae01-428f-afbf-cc626dc834fe,158410084,562936.4314263508,tzwV2lkPh62Kgjfj4Fxa
